smiles,A_baumanii_fold_0,E_coli_fold_0,K_pneumoniae_fold_0,P_aeruginosa_fold_0,A_baumanii_fold_1,E_coli_fold_1,K_pneumoniae_fold_1,P_aeruginosa_fold_1,A_baumanii_fold_2,E_coli_fold_2,K_pneumoniae_fold_2,P_aeruginosa_fold_2,A_baumanii_fold_3,E_coli_fold_3,K_pneumoniae_fold_3,P_aeruginosa_fold_3,A_baumanii_fold_4,E_coli_fold_4,K_pneumoniae_fold_4,P_aeruginosa_fold_4,A_baumanii_fold_5,E_coli_fold_5,K_pneumoniae_fold_5,P_aeruginosa_fold_5,A_baumanii_fold_6,E_coli_fold_6,K_pneumoniae_fold_6,P_aeruginosa_fold_6,A_baumanii_fold_7,E_coli_fold_7,K_pneumoniae_fold_7,P_aeruginosa_fold_7,A_baumanii_fold_8,E_coli_fold_8,K_pneumoniae_fold_8,P_aeruginosa_fold_8,N_gonorrhoeae_fold_0,N_gonorrhoeae_fold_1,N_gonorrhoeae_fold_2,N_gonorrhoeae_fold_3,N_gonorrhoeae_fold_4,N_gonorrhoeae_fold_5,N_gonorrhoeae_fold_6,N_gonorrhoeae_fold_7,N_gonorrhoeae_fold_8,A_baumanii_avg,E_coli_avg,K_pneumoniae_avg,P_aeruginosa_avg,N_gonorrhoeae_avg,druglikeness,novelty,cluster_id
CC(C)C(=O)Nc1nc(CC(=O)N2CCc3cc(F)c(F)cc32)cs1,0.0043,0.0039,0.0028,0.0008,0.2988,0.0189,0.012,0.0204,0.0422,0.0027,0.002,0.0036,0.2741,0.0091,0.0064,0.0244,0.0137,0.0003,0.0004,0.0028,0.0748,0.003,0.003,0.0104,0.0883,0.0046,0.0048,0.013,0.0579,0.0101,0.0062,0.0065,0.5207,0.3601,0.1664,0.0087,0.0387,0.1078,0.061,0.0005,0.0089,0.2523,0.1329,0.2147,0.1177,0.1528,0.0458,0.0227,0.0101,0.1038,0.6352,0.785714,1195
O=C1c2ccccc2NC(c2ccc([N+](=O)[O-])o2)N1c1ccc(F)cc1Cl,0.0248,0.0248,0.0181,0.0066,0.4296,0.1426,0.0625,0.0136,0.0688,0.0055,0.0036,0.0047,0.4737,0.05,0.0233,0.0347,0.1857,0.009,0.0075,0.0114,0.132,0.0078,0.0069,0.0144,0.1225,0.0075,0.0069,0.0148,0.0786,0.0147,0.0085,0.0077,0.0,0.0035,0.0007,0.0,0.5037,0.3957,0.5117,0.9978,0.9581,0.6422,0.7735,0.7205,0.2762,0.1684,0.0295,0.0153,0.012,0.6421,0.6504,0.738462,1193
Cc1ccc(O)c(CN(C)C[C@@H]2C[C@H](F)CN2c2ccnc(N(C)C)n2)n1,0.0049,0.0045,0.0032,0.001,0.5495,0.0853,0.0355,0.0228,0.0648,0.0049,0.0033,0.0047,0.5007,0.0477,0.0227,0.0421,0.0393,0.001,0.0013,0.005,0.0627,0.0023,0.0024,0.0094,0.295,0.0325,0.0232,0.0287,0.1512,0.0335,0.0168,0.0111,0.0001,0.0032,0.0018,0.0002,0.0631,0.2032,0.6195,0.6992,0.6681,0.3441,0.1763,0.4151,0.3477,0.1853,0.0239,0.0122,0.0139,0.3929,0.6355,0.802817,1192
O=C(Nc1nc(-c2cc(Cl)ccc2Cl)cs1)c1cccc(Oc2ccccc2)c1,0.0022,0.0017,0.0013,0.0004,0.2079,0.0099,0.0071,0.0138,0.0337,0.002,0.0015,0.0032,0.324,0.0128,0.0081,0.0263,0.023,0.0005,0.0007,0.0036,0.0894,0.0039,0.0037,0.0113,0.0341,0.0013,0.0017,0.0076,0.0686,0.0124,0.0073,0.007,0.0001,0.1536,0.0375,0.0002,0.0966,0.1227,0.0218,0.0001,0.059,0.1367,0.0287,0.171,0.1129,0.087,0.022,0.0077,0.0082,0.0833,0.7387,0.786885,1190
NC(N)=NN=Cc1ccc(OCc2ccc(Cl)c(Cl)c2)cc1,0.005,0.0044,0.0032,0.001,0.4949,0.1001,0.0425,0.018,0.0819,0.007,0.0044,0.0051,0.5812,0.1132,0.0445,0.044,0.0712,0.0022,0.0023,0.0065,0.207,0.0161,0.0128,0.0184,0.3779,0.0527,0.0323,0.0291,0.1074,0.0214,0.0114,0.0089,0.0,0.0126,0.0,0.0,0.8138,0.668,0.9629,0.9862,0.7623,0.9172,0.7947,0.7115,0.6086,0.2141,0.0366,0.017,0.0145,0.8028,0.7239,0.791667,1185
O=C(Oc1ccc([N+](=O)[O-])c(F)c1)c1c[nH]c2ncccc12,0.0016,0.0013,0.0009,0.0003,0.3339,0.043,0.0228,0.0141,0.0505,0.0035,0.0025,0.004,0.5207,0.0875,0.0367,0.0376,0.1675,0.0076,0.0065,0.0107,0.1571,0.0105,0.0089,0.0158,0.2722,0.0291,0.0202,0.0234,0.0494,0.0085,0.0054,0.0061,0.0,0.0,0.0,0.0,0.1533,0.3457,0.5451,0.9408,0.1011,0.754,0.7672,0.6193,0.2097,0.1725,0.0212,0.0116,0.0124,0.4929,0.6857,0.760563,1183
Cc1cc(Oc2nccc(C(F)(F)F)n2)ccc1[N+](=O)[O-],0.0024,0.002,0.0014,0.0004,0.3898,0.0729,0.0348,0.0144,0.0532,0.0038,0.0026,0.0041,0.5173,0.0909,0.038,0.037,0.1738,0.0081,0.0068,0.0109,0.1041,0.0052,0.0048,0.0125,0.2159,0.0187,0.0143,0.0205,0.0772,0.0144,0.0083,0.0075,0.0,0.0007,0.0007,0.0,0.1278,0.3444,0.2651,0.9952,0.9556,0.5485,0.7143,0.5743,0.2314,0.1704,0.0241,0.0124,0.0119,0.5285,0.7886,0.772727,1182
CCCn1c(NC(=O)c2nc(Cl)c(Cl)c(Cl)c2Cl)nc2ccccc21,0.0137,0.0129,0.0094,0.0032,0.4779,0.0819,0.0362,0.0189,0.0524,0.0037,0.0026,0.0041,0.5271,0.0504,0.0235,0.0455,0.3295,0.0259,0.0177,0.017,0.1203,0.0064,0.0058,0.0136,0.2146,0.0181,0.0139,0.0205,0.0883,0.0169,0.0095,0.0081,0.0001,0.0001,0.0001,0.0,0.5596,0.5464,0.7741,0.7859,0.9709,0.8555,0.7842,0.7735,0.5426,0.2027,0.024,0.0132,0.0145,0.7325,0.7172,0.782051,1180
O=C(CCc1ccc(-c2ccccc2)o1)Nc1nc(-c2ccccn2)cs1,0.0064,0.0058,0.0042,0.0013,0.3075,0.0203,0.0118,0.0155,0.0317,0.0018,0.0014,0.0031,0.4982,0.0458,0.0215,0.0389,0.0167,0.0004,0.0005,0.003,0.031,0.0008,0.001,0.0063,0.0485,0.002,0.0025,0.0091,0.0577,0.0101,0.0062,0.0065,0.0067,0.3577,0.0039,0.0,0.0922,0.0851,0.0051,0.0008,0.0277,0.3141,0.2791,0.2265,0.1201,0.1116,0.0494,0.0059,0.0093,0.1279,0.6682,0.8,1178
CC(C)(C)c1csc(NC(=O)CSc2cccc3cccc(Cl)c23)n1,0.0047,0.004,0.0029,0.0009,0.487,0.0564,0.0263,0.0237,0.051,0.0035,0.0025,0.004,0.4318,0.0239,0.0131,0.0365,0.0479,0.0013,0.0016,0.0054,0.1283,0.0068,0.0061,0.0139,0.0729,0.0034,0.0038,0.0114,0.0874,0.0165,0.0093,0.008,0.6128,0.7752,0.4437,0.0087,0.0911,0.2215,0.0263,0.1416,0.3035,0.5224,0.0877,0.4321,0.2061,0.2137,0.099,0.0566,0.0125,0.2258,0.6927,0.816092,1174
COc1ccc(Cl)cc1C(=O)Oc1c(Br)cc(Br)c2cccnc12,0.002,0.0016,0.0012,0.0004,0.3687,0.0369,0.0204,0.0213,0.0709,0.0057,0.0037,0.0047,0.4945,0.0367,0.0187,0.0458,0.4714,0.0663,0.039,0.0244,0.1681,0.0113,0.0095,0.0167,0.2438,0.0234,0.0173,0.0231,0.2301,0.0634,0.0286,0.0149,0.0,0.0,0.0,0.0,0.6726,0.4008,0.7212,0.9473,0.9201,0.7612,0.6371,0.5956,0.3627,0.2277,0.0273,0.0154,0.0168,0.6687,0.7933,0.775862,1172
Cc1ccc2c(Cl)cc(Cl)c(OC(=O)Cc3c(Cl)cccc3Cl)c2n1,0.0037,0.0031,0.0022,0.0007,0.4691,0.0895,0.0407,0.0202,0.0458,0.0031,0.0022,0.0038,0.483,0.0366,0.0183,0.0407,0.3113,0.0233,0.0164,0.0166,0.1775,0.0124,0.0103,0.0172,0.126,0.0078,0.0072,0.0153,0.1385,0.0301,0.0151,0.0102,0.0,0.0002,0.0001,0.0,0.5026,0.441,0.6667,0.6045,0.0841,0.768,0.4585,0.6061,0.3553,0.195,0.0229,0.0125,0.0139,0.4985,0.7586,0.721311,1171
CN(CCOc1ccccc1F)C(=O)CCCCC1SCC2NC(=O)NC21,0.0037,0.0032,0.0023,0.0007,0.4505,0.1685,0.0716,0.0136,0.0324,0.0019,0.0015,0.0031,0.5243,0.1837,0.0713,0.0352,0.0554,0.0016,0.0018,0.0057,0.0628,0.0023,0.0024,0.0092,0.0941,0.005,0.005,0.0128,0.0458,0.0077,0.005,0.0058,0.0,0.0,0.0,0.0,0.0016,0.1119,0.0012,0.0001,0.0004,0.0212,0.0143,0.1236,0.0393,0.141,0.0415,0.0179,0.0096,0.0348,0.713,0.806452,1170
Fc1cc(F)c(F)c(Oc2ccnc3cc(Cl)ccc23)c1F,0.0044,0.0037,0.0027,0.0008,0.5044,0.1115,0.0477,0.0198,0.1022,0.0098,0.0059,0.0057,0.5772,0.0848,0.0355,0.0482,0.3627,0.0319,0.0209,0.0181,0.2504,0.0244,0.0185,0.0214,0.298,0.034,0.0229,0.0251,0.119,0.0245,0.0128,0.0094,0.0,0.0018,0.0032,0.0012,0.0732,0.2427,0.0161,0.0362,0.0012,0.1446,0.3639,0.4743,0.1447,0.2465,0.0363,0.0189,0.0166,0.1663,0.7411,0.744681,1168
Cc1ccc(-c2nc(CC(=O)Nc3ccc4oc(=O)ccc4c3)cs2)o1,0.0018,0.0014,0.001,0.0003,0.1168,0.0051,0.0045,0.0102,0.027,0.0015,0.0012,0.0029,0.2524,0.0093,0.0064,0.0204,0.012,0.0002,0.0004,0.0025,0.0294,0.0008,0.0009,0.0061,0.0419,0.0017,0.0022,0.0085,0.0413,0.0069,0.0046,0.0056,0.0047,0.5163,0.1735,0.0011,0.0322,0.0833,0.0259,0.0009,0.0046,0.0694,0.0196,0.0594,0.0531,0.0586,0.0603,0.0216,0.0064,0.0387,0.6913,0.8125,1166
NC1=NC(c2ccc([N+](=O)[O-])o2)n2c(nc3ccccc32)N1,0.0032,0.0026,0.0019,0.0006,0.4499,0.1671,0.071,0.0135,0.0872,0.0078,0.0048,0.0053,0.5228,0.0658,0.0287,0.0392,0.3895,0.0375,0.0235,0.0183,0.2153,0.0189,0.0148,0.0194,0.2497,0.0239,0.0172,0.0222,0.0833,0.0158,0.009,0.0079,0.0,0.0,0.0,0.0,0.8387,0.659,0.749,0.9989,0.9986,0.9469,0.9471,0.8665,0.5545,0.2223,0.0377,0.019,0.014,0.8399,0.7537,0.7,1164
CC1CCN(Cc2nc(N3CCN(c4ccccc4F)CC3)c3c4c(sc3n2)CCC4)CC1,0.0012,0.0009,0.0007,0.0002,0.2542,0.0115,0.0075,0.0145,0.0225,0.0012,0.001,0.0026,0.2721,0.0086,0.006,0.0225,0.054,0.0015,0.0017,0.0056,0.0584,0.002,0.0021,0.0088,0.05,0.002,0.0025,0.0092,0.0418,0.0069,0.0046,0.0056,0.0001,0.178,0.0,0.0,0.0564,0.2404,0.2961,0.0368,0.0176,0.1488,0.0925,0.4994,0.1411,0.0838,0.0236,0.0029,0.0077,0.1699,0.6517,0.795918,1163
CN(C)CCNc1ncnc2scc(-c3ccc(Cl)cc3)c12,0.0063,0.0058,0.0042,0.0013,0.4866,0.0479,0.0222,0.0223,0.0687,0.0053,0.0035,0.0047,0.5959,0.0891,0.0367,0.051,0.0774,0.0024,0.0026,0.0069,0.2483,0.0224,0.0171,0.0213,0.1499,0.0096,0.0085,0.017,0.0803,0.0149,0.0085,0.0076,0.0449,0.0029,0.0009,0.0004,0.1225,0.3086,0.7101,0.8506,0.155,0.5904,0.4195,0.2665,0.1608,0.1954,0.0223,0.0116,0.0147,0.3982,0.7686,0.822581,1162
N#Cc1cc(N2CCOc3ccccc3C2)cc(N)c1[N+](=O)[O-],0.0099,0.0093,0.0067,0.0022,0.451,0.2358,0.1008,0.013,0.0645,0.005,0.0033,0.0047,0.5363,0.0834,0.0352,0.0407,0.2188,0.0124,0.0101,0.0144,0.0742,0.003,0.003,0.0104,0.0731,0.0036,0.0039,0.0115,0.0596,0.0105,0.0065,0.0067,0.0014,0.0003,0.0002,0.0002,0.0741,0.2197,0.1371,0.0094,0.5872,0.1872,0.4572,0.2865,0.2976,0.1654,0.0404,0.0189,0.0115,0.2507,0.6507,0.753623,1161
COc1ccccc1C=C1N=C(c2ccc([N+](=O)[O-])o2)OC1=O,0.0066,0.0058,0.0042,0.0014,0.4101,0.2996,0.1324,0.0105,0.0646,0.005,0.0033,0.0045,0.5321,0.1996,0.0773,0.0365,0.3628,0.0318,0.0206,0.0174,0.1494,0.0096,0.0083,0.0154,0.298,0.0351,0.0234,0.025,0.0885,0.0172,0.0096,0.0082,0.0,0.0254,0.0031,0.0,0.8826,0.7055,0.9106,0.9991,0.9989,0.9501,0.9642,0.8895,0.4793,0.2124,0.0699,0.0314,0.0132,0.8644,0.7936,0.7,1158
COc1cc(OC)c(C2=CCN(c3cncc(Cl)n3)CC2)c(OC)c1,0.0008,0.0006,0.0004,0.0001,0.4284,0.076,0.0349,0.0158,0.0332,0.002,0.0015,0.0032,0.5429,0.1016,0.0413,0.0394,0.0592,0.0017,0.0019,0.0059,0.0584,0.0021,0.0022,0.0089,0.1503,0.0097,0.0085,0.0164,0.055,0.0095,0.0059,0.0063,0.0,0.0006,0.0,0.0,0.0899,0.0991,0.0741,0.0005,0.0116,0.1066,0.0827,0.188,0.18,0.1476,0.0226,0.0107,0.0107,0.0925,0.7021,0.818182,1157
NC(=O)C1CCN(c2ccnc3c(F)ccc(F)c23)CC1,0.0027,0.0023,0.0016,0.0005,0.4736,0.1135,0.0487,0.0164,0.0402,0.0025,0.0019,0.0036,0.5256,0.0668,0.0291,0.0397,0.0791,0.0026,0.0027,0.0072,0.087,0.0038,0.0037,0.0114,0.1062,0.006,0.0058,0.014,0.0665,0.012,0.0072,0.007,0.0,0.0021,0.0009,0.0,0.0596,0.102,0.005,0.0005,0.0007,0.068,0.0436,0.1026,0.0769,0.1534,0.0235,0.0113,0.0111,0.051,0.7693,0.746667,1155
O=C(Nc1cc([N+](=O)[O-])ccc1F)C1CSc2ccccc2O1,0.0031,0.0026,0.0019,0.0006,0.4231,0.2885,0.1269,0.0114,0.0554,0.004,0.0028,0.0042,0.5659,0.1558,0.0605,0.042,0.1067,0.0039,0.0038,0.0084,0.1236,0.0068,0.0061,0.0138,0.1649,0.0118,0.0099,0.0176,0.0551,0.0096,0.006,0.0064,0.0,0.0063,0.0004,0.0,0.0071,0.148,0.0062,0.0224,0.0155,0.0551,0.1553,0.2031,0.1291,0.1664,0.0544,0.0243,0.0116,0.0824,0.7578,0.736842,1154
CCCOP(=S)(OCCC)N(CCCCl)c1ccccc1,0.0025,0.002,0.0015,0.0004,0.3813,0.0249,0.0132,0.0179,0.0324,0.0019,0.0014,0.0031,0.4112,0.0214,0.012,0.034,0.0834,0.0027,0.0028,0.0072,0.0915,0.004,0.0038,0.0114,0.0518,0.0022,0.0026,0.0095,0.0726,0.0131,0.0077,0.0072,0.0012,0.1753,0.0003,0.0,0.3897,0.3635,0.493,0.5065,0.9878,0.7,0.3361,0.6167,0.4466,0.1253,0.0275,0.005,0.0101,0.5378,0.6301,0.72549,1152
Cc1cc(C(C)(C)C)cc(C)c1CSC(N)=NCc1ccco1,0.0029,0.0024,0.0018,0.0005,0.4023,0.0278,0.0144,0.0191,0.0508,0.0034,0.0024,0.0039,0.4693,0.0313,0.0158,0.0377,0.052,0.0014,0.0017,0.0055,0.1118,0.0054,0.0049,0.0127,0.1321,0.0077,0.0071,0.0155,0.0697,0.0124,0.0073,0.007,0.0,0.1185,0.0001,0.0,0.6055,0.2542,0.2351,0.8705,0.2342,0.3522,0.2029,0.4732,0.223,0.1434,0.0234,0.0062,0.0113,0.3834,0.6648,0.830508,1148
COc1cccc(C=C2SC(=NC3CCCC3)NC2=O)c1OC(C)C,0.0021,0.0017,0.0012,0.0004,0.5463,0.1118,0.0452,0.0204,0.0675,0.0052,0.0034,0.0046,0.5604,0.0683,0.0293,0.0448,0.2667,0.0163,0.0121,0.0144,0.1013,0.0047,0.0044,0.0121,0.2171,0.0172,0.0134,0.0206,0.0751,0.0137,0.008,0.0074,0.0,0.0022,0.0004,0.0,0.3965,0.1935,0.1987,0.1735,0.946,0.4559,0.7155,0.548,0.2377,0.2041,0.0268,0.013,0.0139,0.4295,0.6671,0.835052,1138
CC(=O)N(c1ccc(Cl)cc1)c1nc(C=C(C#N)C(=O)O)cs1,0.0055,0.0047,0.0034,0.0011,0.4309,0.0565,0.0282,0.0222,0.1301,0.0152,0.0088,0.0075,0.4903,0.0445,0.0218,0.0426,0.1073,0.004,0.0039,0.0085,0.2023,0.0171,0.0137,0.0195,0.2302,0.0215,0.0162,0.0225,0.1223,0.0261,0.0137,0.0101,0.0,0.0002,0.0004,0.0013,0.1301,0.4334,0.4103,0.107,0.0377,0.5656,0.8741,0.7629,0.4786,0.191,0.0211,0.0122,0.015,0.4222,0.7387,0.836066,1136
Clc1cc2c(cc1Sc1ncnc3ccsc13)OCCO2,0.0082,0.0075,0.0054,0.0018,0.4707,0.0797,0.0367,0.0212,0.0518,0.0036,0.0025,0.004,0.5931,0.0809,0.0348,0.0563,0.0776,0.0025,0.0027,0.0071,0.1393,0.0082,0.0072,0.0149,0.1461,0.0098,0.0087,0.0169,0.0836,0.0157,0.0089,0.0078,0.0011,0.0072,0.0032,0.0006,0.0145,0.1795,0.0044,0.0,0.0038,0.1129,0.115,0.4149,0.1239,0.1746,0.0239,0.0122,0.0145,0.1076,0.731,0.857143,1135
O=[N+]([O-])c1cnccc1Sc1nc(-c2ccc(F)cc2)cs1,0.0075,0.0067,0.0049,0.0016,0.4927,0.1406,0.0617,0.0203,0.0937,0.0087,0.0053,0.0056,0.6117,0.093,0.04,0.0641,0.0734,0.0023,0.0025,0.0068,0.1796,0.0132,0.011,0.0178,0.1916,0.0152,0.0122,0.0196,0.0981,0.0193,0.0106,0.0086,0.0054,0.0048,0.0012,0.0002,0.3149,0.3335,0.4506,0.0049,0.9393,0.6723,0.6963,0.6511,0.2068,0.1949,0.0338,0.0166,0.0161,0.4744,0.6658,0.794118,1134
COCC(C)N=C(N)SCc1ccc(Cl)c2cccnc12,0.0086,0.0081,0.0058,0.0018,0.5387,0.2464,0.0985,0.0168,0.1107,0.0109,0.0064,0.006,0.6207,0.1315,0.0508,0.052,0.2978,0.0202,0.0143,0.0152,0.2973,0.0335,0.024,0.0233,0.3239,0.038,0.025,0.0263,0.1456,0.0317,0.0158,0.0105,0.0,0.0551,0.0002,0.0,0.4582,0.496,0.2361,0.3632,0.9263,0.7586,0.6765,0.5498,0.4746,0.2604,0.0639,0.0268,0.0169,0.5488,0.6429,0.802817,1133
Nc1cc(COC(=O)c2cc(F)c(F)c(F)c2F)ccn1,0.0027,0.0022,0.0016,0.0005,0.4108,0.0774,0.0364,0.0157,0.0584,0.0043,0.003,0.0043,0.533,0.103,0.0422,0.0389,0.0246,0.0006,0.0008,0.0037,0.0908,0.0041,0.004,0.0116,0.161,0.0114,0.0097,0.0174,0.0676,0.0122,0.0073,0.0071,0.0,0.0,0.0,0.0,0.0307,0.2417,0.016,0.0,0.0003,0.0683,0.17,0.3269,0.1491,0.1499,0.0239,0.0117,0.011,0.1115,0.6318,0.795918,1132
O=C(CCC1CCNC1)Nc1nc2c(s1)CC(c1ccccc1)CC2,0.0046,0.004,0.0029,0.0009,0.5284,0.0552,0.0247,0.0259,0.0485,0.0032,0.0023,0.0039,0.5781,0.0595,0.0265,0.0525,0.1074,0.0038,0.0038,0.0085,0.1426,0.008,0.007,0.0148,0.2291,0.0187,0.0144,0.0218,0.0751,0.0137,0.0079,0.0074,0.9632,0.06,0.051,0.0078,0.0125,0.1764,0.0259,0.0078,0.0026,0.5589,0.3359,0.2683,0.1916,0.2974,0.0251,0.0156,0.0159,0.1755,0.7102,0.762887,1130
CN(C)CCNC(=O)c1cccc(CNC(=O)Nc2ncc(Cc3ccccc3Cl)s2)c1,0.0022,0.0019,0.0013,0.0004,0.4913,0.0735,0.0329,0.0213,0.0509,0.0035,0.0025,0.004,0.6082,0.1413,0.0553,0.0519,0.0245,0.0006,0.0008,0.0037,0.1244,0.0065,0.0059,0.0137,0.2204,0.018,0.0139,0.0208,0.0655,0.0116,0.007,0.0069,0.0544,0.004,0.0023,0.0028,0.0175,0.3134,0.3489,0.0003,0.0691,0.3523,0.1244,0.5025,0.2669,0.1824,0.029,0.0135,0.0139,0.2217,0.6714,0.780822,1129
CCC(c1ccncc1)N(C)C=Cc1ccc([N+](=O)[O-])o1,0.0038,0.0033,0.0024,0.0007,0.4161,0.259,0.1125,0.0108,0.0419,0.0027,0.002,0.0036,0.5234,0.1637,0.064,0.0354,0.1175,0.0044,0.0042,0.0087,0.0793,0.0034,0.0033,0.0106,0.1118,0.0065,0.0062,0.0142,0.061,0.0108,0.0066,0.0067,0.0,0.0,0.0001,0.0,0.1054,0.4075,0.0793,0.1459,0.4784,0.5347,0.6616,0.6001,0.2529,0.1505,0.0504,0.0224,0.0101,0.3629,0.6095,0.639344,1127
NC(=O)C(OC(=O)c1ccc([N+](=O)[O-])s1)c1ccc(F)cc1,0.0033,0.0028,0.002,0.0006,0.3645,0.0557,0.0279,0.0144,0.1039,0.0103,0.0061,0.0058,0.5419,0.1001,0.0413,0.0411,0.2105,0.0111,0.0088,0.0122,0.2558,0.0274,0.0205,0.0218,0.3338,0.0459,0.029,0.027,0.0801,0.0151,0.0086,0.0077,0.0,0.1579,0.0182,0.0,0.3429,0.3277,0.8267,0.7736,0.9898,0.7324,0.7311,0.7283,0.2583,0.2104,0.0474,0.0181,0.0145,0.6345,0.6842,0.69697,1125
O=[N+]([O-])c1ccc(NCCc2nc(C(F)(F)F)cs2)cn1,0.0061,0.0055,0.004,0.0012,0.3744,0.3827,0.1797,0.0092,0.0625,0.0048,0.0032,0.0045,0.4913,0.332,0.1328,0.0322,0.2021,0.0104,0.0084,0.0121,0.2298,0.0219,0.0169,0.0208,0.2968,0.0364,0.0245,0.026,0.0918,0.018,0.01,0.0084,0.0,0.0591,0.0359,0.0005,0.3379,0.4227,0.8864,0.6411,0.9051,0.753,0.7442,0.5662,0.3703,0.195,0.0968,0.0462,0.0128,0.6252,0.648,0.803279,1122
CC(CC(C)(C)c1c[nH]c2ccccc12)NCCCCN(C)C(C)C,0.0064,0.0056,0.0041,0.0013,0.5454,0.0526,0.0231,0.0264,0.0777,0.0062,0.004,0.0049,0.5913,0.0711,0.0302,0.0515,0.3361,0.0246,0.0167,0.0165,0.2656,0.0243,0.0182,0.0215,0.4053,0.0581,0.0354,0.0318,0.094,0.0177,0.0097,0.0081,0.1428,0.0031,0.0009,0.0002,0.1445,0.2382,0.0286,0.6678,0.7913,0.2529,0.2138,0.3289,0.2812,0.2739,0.0292,0.0158,0.018,0.3275,0.6024,0.793814,1120
COc1cc2ncc(=O)n(Cc3cnc(Cl)s3)c2cc1OC,0.0069,0.0063,0.0046,0.0014,0.4447,0.2875,0.1235,0.0119,0.0678,0.0054,0.0036,0.0047,0.5697,0.1542,0.0599,0.0427,0.2397,0.0139,0.0107,0.0135,0.1408,0.0085,0.0074,0.015,0.2005,0.0162,0.0128,0.0198,0.0792,0.0148,0.0085,0.0077,0.0,0.007,0.0013,0.0,0.2005,0.2324,0.2312,0.4928,0.7011,0.1458,0.3541,0.3354,0.2453,0.1944,0.0571,0.0258,0.013,0.3265,0.6942,0.790323,1119
COc1cc(OC)c(OC)cc1C=Nn1c(-c2ccc3c(c2)OCCO3)csc1=NCC1CCCO1,0.001,0.0008,0.0006,0.0002,0.5391,0.1755,0.0713,0.0195,0.033,0.0019,0.0015,0.0032,0.5791,0.1381,0.0546,0.0467,0.043,0.0011,0.0014,0.005,0.1279,0.0069,0.0061,0.0139,0.3053,0.0335,0.0229,0.0263,0.0574,0.0099,0.0062,0.0064,0.0001,0.0001,0.0,0.0,0.0922,0.1613,0.1218,0.0012,0.0078,0.1977,0.0466,0.1316,0.1627,0.1873,0.0409,0.0183,0.0135,0.1026,0.6335,0.804348,1114
CN=c1scc(-c2cc(OC)c(OC)c(OC)c2)n1N=Cc1cc(OC)c(OC)c(OC)c1,0.0019,0.0015,0.0011,0.0003,0.5573,0.1181,0.0477,0.0217,0.0535,0.0038,0.0026,0.0041,0.5821,0.0859,0.0355,0.0478,0.103,0.0036,0.0035,0.008,0.292,0.0319,0.0231,0.0234,0.3424,0.0419,0.027,0.0275,0.0695,0.0125,0.0074,0.0071,0.0654,0.0046,0.0007,0.0001,0.4506,0.1811,0.8658,0.1116,0.0056,0.5232,0.2179,0.3413,0.2884,0.2297,0.0338,0.0165,0.0156,0.3317,0.7689,0.786885,1113
Nc1nc(Cl)cc(NC2CCCCC2OC2CCCC2)n1,0.0124,0.0117,0.0085,0.0028,0.4661,0.3584,0.154,0.0119,0.081,0.0067,0.0043,0.005,0.5398,0.3074,0.1187,0.0369,0.2681,0.0165,0.0122,0.0144,0.2748,0.028,0.0209,0.0232,0.3688,0.0492,0.0308,0.0291,0.1937,0.0475,0.0222,0.0127,0.0053,0.065,0.0221,0.0024,0.0427,0.1256,0.1677,0.0063,0.0017,0.0505,0.051,0.3427,0.2056,0.2456,0.0989,0.0437,0.0154,0.1104,0.6759,0.857143,1112
C(=Nn1c(-c2ccc(-c3ccccc3)cc2)csc1=NCCc1ccccc1)c1ccccn1,0.0019,0.0016,0.0011,0.0003,0.5043,0.1253,0.0522,0.0178,0.034,0.002,0.0015,0.0032,0.4849,0.0407,0.0195,0.0373,0.1582,0.0067,0.0058,0.0101,0.0915,0.004,0.0038,0.0113,0.1131,0.0063,0.006,0.0141,0.0684,0.0123,0.0073,0.007,0.4913,0.4691,0.0027,0.0,0.0688,0.2647,0.3815,0.0661,0.1718,0.6874,0.271,0.3581,0.4114,0.2164,0.0742,0.0111,0.0112,0.2979,0.7092,0.826667,1111
COCCN=c1scc(-c2ccc(Br)s2)n1N=Cc1ccc([N+](=O)[O-])o1,0.0026,0.0021,0.0015,0.0005,0.4295,0.1249,0.055,0.014,0.0357,0.0022,0.0016,0.0033,0.5254,0.0997,0.0411,0.0376,0.2293,0.0127,0.0098,0.0127,0.0621,0.0023,0.0024,0.0092,0.1799,0.0136,0.011,0.0182,0.0505,0.0087,0.0055,0.0061,0.0,0.0671,0.0004,0.0,0.6335,0.439,0.838,0.5998,0.9928,0.8987,0.844,0.6069,0.1498,0.1683,0.037,0.0143,0.0113,0.6669,0.6833,0.652778,1110
N=c1sccn1CC(=O)Nc1ccccc1Oc1ccccc1,0.0036,0.0031,0.0022,0.0007,0.4687,0.0583,0.0268,0.0199,0.0598,0.0044,0.003,0.0044,0.5913,0.0856,0.0361,0.0532,0.0292,0.0007,0.0009,0.0041,0.1954,0.0147,0.0119,0.0181,0.1053,0.0058,0.0057,0.014,0.0702,0.0127,0.0075,0.0072,0.1268,0.0159,0.0057,0.0015,0.0297,0.2358,0.0645,0.0165,0.0004,0.3359,0.0935,0.1971,0.0921,0.1834,0.0224,0.0111,0.0137,0.1184,0.6492,0.742424,1109
