smiles,A_baumanii_fold_0,E_coli_fold_0,K_pneumoniae_fold_0,P_aeruginosa_fold_0,A_baumanii_fold_1,E_coli_fold_1,K_pneumoniae_fold_1,P_aeruginosa_fold_1,A_baumanii_fold_2,E_coli_fold_2,K_pneumoniae_fold_2,P_aeruginosa_fold_2,A_baumanii_fold_3,E_coli_fold_3,K_pneumoniae_fold_3,P_aeruginosa_fold_3,A_baumanii_fold_4,E_coli_fold_4,K_pneumoniae_fold_4,P_aeruginosa_fold_4,A_baumanii_fold_5,E_coli_fold_5,K_pneumoniae_fold_5,P_aeruginosa_fold_5,A_baumanii_fold_6,E_coli_fold_6,K_pneumoniae_fold_6,P_aeruginosa_fold_6,A_baumanii_fold_7,E_coli_fold_7,K_pneumoniae_fold_7,P_aeruginosa_fold_7,A_baumanii_fold_8,E_coli_fold_8,K_pneumoniae_fold_8,P_aeruginosa_fold_8,N_gonorrhoeae_fold_0,N_gonorrhoeae_fold_1,N_gonorrhoeae_fold_2,N_gonorrhoeae_fold_3,N_gonorrhoeae_fold_4,N_gonorrhoeae_fold_5,N_gonorrhoeae_fold_6,N_gonorrhoeae_fold_7,N_gonorrhoeae_fold_8,A_baumanii_avg,E_coli_avg,K_pneumoniae_avg,P_aeruginosa_avg,N_gonorrhoeae_avg,druglikeness,novelty,cluster_id
CC1CCc2c(sc3ncnc(NCCCN4CCN(c5ncccn5)CC4)c23)C1,0.0016,0.0013,0.001,0.0003,0.5657,0.0783,0.0325,0.0249,0.0488,0.0033,0.0023,0.0039,0.5811,0.0868,0.0361,0.0489,0.1325,0.0052,0.0048,0.0095,0.0632,0.0023,0.0023,0.0093,0.2092,0.0161,0.0128,0.0205,0.0878,0.0164,0.0092,0.0079,0.0,0.0002,0.0,0.0,0.0129,0.139,0.3127,0.0031,0.0139,0.1879,0.0656,0.4163,0.084,0.1878,0.0233,0.0112,0.0139,0.1373,0.7544,0.851485,781
O=c1c([N+](=O)[O-])c(Oc2cccc(Cl)c2Cl)nc2ccccn12,0.0077,0.0069,0.005,0.0016,0.445,0.2476,0.1077,0.0133,0.111,0.0115,0.0068,0.0063,0.5388,0.2811,0.1097,0.0384,0.5578,0.1195,0.0626,0.0271,0.1953,0.0158,0.0127,0.0186,0.4035,0.0734,0.0429,0.0324,0.1262,0.027,0.014,0.01,0.0,0.0002,0.0006,0.0,0.0171,0.2813,0.0851,0.0504,0.0702,0.2034,0.3365,0.3461,0.1351,0.265,0.087,0.0402,0.0164,0.1695,0.7407,0.706897,777
CN(Cc1ccccc1OC(F)(F)F)c1c([N+](=O)[O-])ncn1C,0.012,0.0115,0.0083,0.0027,0.4488,0.1562,0.0671,0.014,0.0441,0.0029,0.0021,0.0037,0.3948,0.0248,0.0134,0.0298,0.0967,0.0034,0.0033,0.0078,0.1021,0.005,0.0047,0.0125,0.0985,0.0055,0.0055,0.0136,0.067,0.0121,0.0072,0.007,0.0,0.0016,0.0007,0.0,0.0116,0.2519,0.1274,0.8039,0.9521,0.2075,0.3784,0.527,0.1574,0.1405,0.0248,0.0125,0.0101,0.3797,0.719,0.746479,775
CN(Cc1ccc2c(c1)OCO2)C(=O)c1cc(Cl)cc(F)c1N,0.006,0.0053,0.0038,0.0012,0.3517,0.0303,0.0165,0.0169,0.0808,0.0069,0.0044,0.0052,0.5333,0.056,0.0254,0.044,0.0332,0.0008,0.0011,0.0046,0.1328,0.0075,0.0067,0.0148,0.1193,0.0071,0.0067,0.0149,0.0951,0.0186,0.0103,0.0085,0.0005,0.0928,0.0011,0.0,0.325,0.3796,0.7018,0.1758,0.3618,0.5,0.3184,0.5078,0.2906,0.1503,0.025,0.0084,0.0122,0.3956,0.7174,0.810526,771
CSc1nc2ncnc(Oc3cccnc3[N+](=O)[O-])c2s1,0.0044,0.0038,0.0027,0.0008,0.4374,0.3027,0.1307,0.0113,0.053,0.0038,0.0026,0.004,0.5686,0.1823,0.0703,0.0425,0.4378,0.0506,0.0301,0.0203,0.1641,0.0112,0.0094,0.0162,0.2999,0.0345,0.0231,0.025,0.0743,0.0136,0.0079,0.0074,0.0,0.0,0.0,0.0,0.044,0.2973,0.1342,0.0006,0.1186,0.3755,0.6833,0.375,0.2755,0.2266,0.0669,0.0308,0.0142,0.256,0.7463,0.768116,770
O=C(c1ccc([N+](=O)[O-])cc1)c1nc2c(n1O)CCCC2,0.0033,0.0027,0.002,0.0006,0.4099,0.0884,0.0407,0.0145,0.0967,0.0091,0.0056,0.0057,0.5431,0.1384,0.0552,0.0402,0.262,0.0162,0.0119,0.0139,0.146,0.0091,0.0079,0.0153,0.2742,0.0291,0.0202,0.0237,0.0885,0.0171,0.0095,0.0081,0.0,0.0038,0.0016,0.0,0.279,0.4207,0.5069,0.9288,0.8591,0.6882,0.7276,0.5636,0.3154,0.2026,0.0349,0.0172,0.0136,0.5877,0.6651,0.734694,761
CC1(C)C(c2cccs2)=[N+]([O-])C2(CCCCC2=NNC(N)=O)N1O,0.0172,0.0166,0.0121,0.0042,0.425,0.0554,0.0267,0.0183,0.1045,0.0102,0.0061,0.006,0.5368,0.0644,0.0296,0.0494,0.0618,0.0018,0.0021,0.0062,0.1996,0.0158,0.0127,0.0189,0.1937,0.0157,0.0127,0.0208,0.0807,0.0151,0.0087,0.0078,0.1116,0.0379,0.0058,0.0003,0.2921,0.1769,0.0075,0.0275,0.1405,0.3385,0.1541,0.393,0.265,0.1923,0.0259,0.0129,0.0147,0.1994,0.6554,0.802083,760
CC12CCC(CC1=NN=C1NC(=O)C(=C3C(=O)Nc4ccccc43)S1)C2(C)C,0.0063,0.0054,0.004,0.0013,0.536,0.1418,0.0594,0.022,0.1091,0.0108,0.0064,0.0061,0.5353,0.0582,0.026,0.0431,0.2714,0.0174,0.0129,0.0153,0.085,0.0037,0.0036,0.0112,0.2165,0.018,0.014,0.0211,0.1049,0.0211,0.0115,0.0091,0.0076,0.0113,0.001,0.0,0.2164,0.2662,0.4696,0.0904,0.0461,0.4458,0.448,0.3775,0.1472,0.208,0.032,0.0154,0.0144,0.2786,0.6861,0.839506,758
Nc1nc(COC(=O)c2ccc3ccccc3n2)nc2ccccc12,0.0042,0.0036,0.0026,0.0008,0.4812,0.0669,0.0303,0.0206,0.0678,0.0053,0.0035,0.0047,0.5755,0.0749,0.0323,0.0506,0.1619,0.0072,0.0063,0.0107,0.1955,0.0146,0.0119,0.0185,0.1512,0.0099,0.0087,0.0172,0.0841,0.0158,0.0089,0.0078,0.0002,0.0135,0.0021,0.0,0.1132,0.1639,0.0901,0.0068,0.109,0.3506,0.5827,0.5076,0.2012,0.1913,0.0235,0.0118,0.0146,0.2361,0.7327,0.681818,756
Nc1nc(CSc2ncnc3sccc23)nc2ccccc12,0.0035,0.0029,0.0021,0.0007,0.5186,0.1036,0.0441,0.021,0.072,0.0058,0.0038,0.0048,0.5437,0.0614,0.0273,0.0453,0.0601,0.0018,0.002,0.0061,0.1353,0.0077,0.0067,0.0144,0.1356,0.0085,0.0077,0.0159,0.0705,0.0127,0.0075,0.0071,0.0,0.0,0.0,0.0,0.118,0.2445,0.2165,0.0013,0.2319,0.4645,0.2716,0.4189,0.2019,0.171,0.0227,0.0113,0.0128,0.241,0.8008,0.702128,755
Cc1[nH]c(SCc2nc(N)nc(N(C)C)n2)nc1Cc1ccccc1,0.0014,0.0011,0.0008,0.0002,0.5104,0.0853,0.0361,0.0193,0.0408,0.0026,0.0019,0.0035,0.5558,0.0804,0.0338,0.0435,0.0229,0.0005,0.0007,0.0036,0.0645,0.0024,0.0024,0.0093,0.1433,0.0089,0.0079,0.0161,0.0541,0.0093,0.0058,0.0063,0.1784,0.0017,0.0007,0.0003,0.0097,0.1157,0.0094,0.0,0.0003,0.1981,0.1091,0.1755,0.1944,0.1746,0.0213,0.01,0.0113,0.0902,0.6836,0.792453,752
Cc1nc([N+](=O)[O-])c(Br)n1Cc1csc(Cc2ccc(Cl)cc2)n1,0.0101,0.0095,0.0069,0.0022,0.4572,0.1207,0.0528,0.0161,0.0972,0.0093,0.0056,0.0058,0.5776,0.0972,0.0403,0.0488,0.3068,0.0228,0.016,0.0163,0.1871,0.0142,0.0116,0.0179,0.3116,0.0396,0.0263,0.0271,0.0863,0.0165,0.0093,0.008,0.0,0.0001,0.0,0.0,0.3149,0.4523,0.9279,0.9765,0.9981,0.8439,0.7863,0.816,0.4516,0.226,0.0367,0.0188,0.0158,0.7297,0.6078,0.74359,750
CN(C)c1nc(N)nc(COC(=O)c2cc(Cl)sc2Cl)n1,0.002,0.0016,0.0012,0.0003,0.4535,0.215,0.0919,0.0136,0.0623,0.0048,0.0032,0.0044,0.5393,0.1425,0.0563,0.0385,0.1309,0.0052,0.0047,0.0092,0.0993,0.0047,0.0044,0.012,0.2953,0.033,0.0223,0.0245,0.0676,0.0122,0.0073,0.007,0.0,0.0,0.0,0.0,0.0061,0.0818,0.0677,0.0,0.0004,0.0604,0.0295,0.2265,0.0781,0.1834,0.0466,0.0213,0.0122,0.0612,0.7248,0.819277,749
COC(=O)c1occc1Cn1c(=O)oc2cc(Cl)ccc21,0.0019,0.0015,0.0011,0.0003,0.4422,0.1009,0.045,0.0158,0.0432,0.0028,0.0021,0.0036,0.5188,0.0684,0.0298,0.0389,0.1422,0.0059,0.0053,0.0097,0.0822,0.0035,0.0034,0.0109,0.1172,0.0069,0.0065,0.0146,0.0606,0.0107,0.0065,0.0067,0.0,0.0005,0.0001,0.0,0.0792,0.1491,0.0609,0.0399,0.0034,0.0797,0.1885,0.3167,0.0499,0.1565,0.0223,0.0111,0.0112,0.1075,0.6861,0.813559,748
Cc1cc(=O)oc(C)c1C(=O)OCC(=O)Nc1c(Cl)c(Cl)cc(Cl)c1Cl,0.0026,0.0021,0.0016,0.0005,0.4142,0.0747,0.035,0.0158,0.0334,0.002,0.0015,0.0032,0.5188,0.0848,0.0359,0.0378,0.0477,0.0013,0.0015,0.0053,0.0761,0.0031,0.0031,0.0104,0.1808,0.0138,0.0112,0.0185,0.0531,0.0092,0.0058,0.0063,0.0,0.0005,0.0001,0.0,0.0434,0.3382,0.5004,0.4757,0.0228,0.409,0.1472,0.4159,0.1761,0.1474,0.0213,0.0106,0.0109,0.281,0.75,0.744681,747
CCN(CC)c1ncc(Cl)c(C(=O)OC2CCCCC2=O)n1,0.0015,0.0012,0.0009,0.0003,0.4586,0.1162,0.05,0.0151,0.034,0.002,0.0015,0.0032,0.4895,0.0596,0.0267,0.0353,0.0797,0.0025,0.0026,0.0069,0.0426,0.0013,0.0015,0.0075,0.063,0.0028,0.0032,0.0103,0.0605,0.0106,0.0065,0.0066,0.0,0.0,0.0,0.0,0.0091,0.0651,0.0013,0.0022,0.0002,0.0054,0.0304,0.0399,0.0801,0.1366,0.0218,0.0103,0.0095,0.0259,0.6207,0.819277,742
O=C(Nc1cc(-c2ccccc2)sc1C(=O)O)c1cc(Cl)c2c(c1)OCCO2,0.0023,0.0018,0.0013,0.0004,0.22,0.0119,0.0087,0.0178,0.0593,0.0044,0.0031,0.0046,0.4322,0.0247,0.0138,0.0398,0.027,0.0007,0.0009,0.0041,0.1292,0.0073,0.0066,0.0153,0.1168,0.0072,0.0071,0.0169,0.0675,0.0122,0.0073,0.0072,0.0327,0.148,0.0768,0.092,0.0626,0.3724,0.4621,0.1028,0.6483,0.6162,0.6146,0.7199,0.5945,0.1208,0.0242,0.0139,0.022,0.4659,0.6831,0.796875,738
O=[N+]([O-])c1ccc(C(O)C(CO)Nc2ncc(Cl)cc2F)cc1,0.0024,0.002,0.0014,0.0004,0.277,0.0228,0.0136,0.0134,0.0847,0.0075,0.0047,0.0052,0.5553,0.1577,0.0617,0.0411,0.251,0.0152,0.0114,0.0138,0.2467,0.0243,0.0183,0.0209,0.3623,0.0554,0.0338,0.0287,0.0976,0.0192,0.0105,0.0085,0.0,0.004,0.0144,0.0123,0.0887,0.1241,0.1689,0.0019,0.0114,0.2138,0.0958,0.2246,0.0875,0.2086,0.0342,0.0189,0.016,0.113,0.745,0.490909,737
CC(=NNC(=O)NCc1cccc(C(F)(F)F)c1)c1csc(N)n1,0.0021,0.0017,0.0012,0.0004,0.4462,0.1405,0.0625,0.0162,0.0438,0.0029,0.0021,0.0037,0.5123,0.0886,0.0375,0.0374,0.012,0.0002,0.0004,0.0025,0.0909,0.0041,0.004,0.0115,0.139,0.009,0.008,0.016,0.0589,0.0104,0.0064,0.0066,0.0002,0.0367,0.0094,0.0002,0.3203,0.2518,0.0833,0.0472,0.0431,0.5248,0.4121,0.4096,0.2979,0.145,0.0327,0.0146,0.0105,0.2656,0.6529,0.736264,736
CN(C)Cc1nc(SCC(=O)Nc2ccc(F)c(F)c2)c2ccccc2n1,0.0021,0.0017,0.0013,0.0004,0.2775,0.0155,0.0104,0.021,0.0364,0.0022,0.0017,0.0034,0.5015,0.0372,0.0199,0.0559,0.0256,0.0006,0.0008,0.0039,0.0929,0.0041,0.004,0.0118,0.0848,0.0044,0.0048,0.0133,0.0539,0.0093,0.0059,0.0063,0.0001,0.1536,0.23,0.0207,0.0331,0.1693,0.0418,0.0033,0.018,0.0879,0.0533,0.1554,0.1159,0.1194,0.0254,0.031,0.0152,0.0753,0.6658,0.777778,735
CC(Sc1nc(CN2CCOCC2)nc2ccccc12)C(=O)Nc1nc(-c2ccccc2)cs1,0.0032,0.0028,0.002,0.0006,0.4777,0.0472,0.0235,0.0287,0.0541,0.0038,0.0026,0.0041,0.4856,0.0348,0.0182,0.0475,0.0612,0.0018,0.002,0.0062,0.1368,0.0076,0.0067,0.0147,0.0947,0.0049,0.005,0.0132,0.0709,0.0128,0.0076,0.0072,0.1179,0.7878,0.5844,0.0338,0.091,0.1426,0.0292,0.0924,0.4478,0.2066,0.1709,0.2873,0.1256,0.1669,0.1004,0.0725,0.0173,0.177,0.6496,0.792683,734
CCCCOC(=O)CSc1nc(-c2ccco2)nc2ccccc12,0.0016,0.0013,0.0009,0.0003,0.2633,0.0143,0.0093,0.0165,0.0306,0.0017,0.0014,0.0031,0.4574,0.0294,0.0154,0.0385,0.0189,0.0004,0.0006,0.0032,0.0582,0.0021,0.0022,0.0089,0.0279,0.001,0.0014,0.0069,0.0571,0.0099,0.0061,0.0064,0.0,0.176,0.0118,0.0,0.0094,0.1099,0.0037,0.0009,0.0154,0.0324,0.0386,0.2226,0.0443,0.1017,0.0262,0.0055,0.0093,0.053,0.698,0.69863,733
CS(=O)(=O)N1CCN(CN2C(=O)C(=O)c3c(Cl)ccc(F)c32)CC1,0.0275,0.0288,0.0209,0.0073,0.465,0.0565,0.0276,0.025,0.0826,0.0072,0.0046,0.0053,0.6271,0.1112,0.048,0.0732,0.2158,0.012,0.0098,0.0139,0.1134,0.0059,0.0055,0.0135,0.1253,0.0078,0.0072,0.0156,0.0736,0.0136,0.008,0.0074,0.0,0.0062,0.0062,0.0001,0.0172,0.2347,0.0131,0.0,0.0003,0.1685,0.4373,0.2262,0.1636,0.1923,0.0277,0.0153,0.0179,0.1401,0.6433,0.815789,730
O=C(NCc1cccc(Cl)c1)C1CCN(c2nc3ccsc3c(=O)n2Cc2ccc(F)cc2)CC1,0.0043,0.0037,0.0027,0.0008,0.1428,0.0061,0.0052,0.0129,0.0252,0.0013,0.0011,0.0028,0.217,0.0061,0.0047,0.0194,0.0261,0.0006,0.0008,0.0039,0.068,0.0026,0.0026,0.0098,0.0404,0.0016,0.0021,0.0084,0.0424,0.0071,0.0047,0.0056,0.0797,0.4316,0.2825,0.0565,0.0048,0.1033,0.0462,0.0008,0.0002,0.1275,0.0573,0.133,0.1208,0.0717,0.0512,0.034,0.0134,0.066,0.6713,0.770833,728
CC1c2cc(Cl)cc(Cl)c2CCN1c1ccnc(C#N)c1,0.0088,0.0081,0.0059,0.0019,0.5196,0.1339,0.0579,0.0226,0.0741,0.0061,0.0039,0.0049,0.5486,0.0622,0.0279,0.048,0.2944,0.0212,0.0154,0.017,0.1984,0.0152,0.0123,0.0185,0.1823,0.0139,0.0115,0.0193,0.0878,0.0166,0.0093,0.008,0.0001,0.0098,0.0128,0.0042,0.3136,0.5311,0.8553,0.8199,0.8254,0.4358,0.7501,0.7196,0.376,0.2127,0.0319,0.0174,0.016,0.6252,0.6201,0.822917,727
CCN(CC)CCOC1CCN(Cc2ccc(Cl)cc2Cl)CC1,0.0042,0.0036,0.0026,0.0008,0.4279,0.0403,0.0197,0.0188,0.0552,0.0039,0.0027,0.0041,0.5712,0.0732,0.031,0.0466,0.2381,0.013,0.0099,0.0128,0.2015,0.0149,0.0119,0.018,0.3164,0.035,0.0234,0.026,0.0739,0.0134,0.0077,0.0072,0.0016,0.0004,0.0,0.0,0.061,0.4267,0.3316,0.3801,0.7843,0.2814,0.3311,0.469,0.3165,0.21,0.022,0.0121,0.0149,0.3757,0.7453,0.781818,726
Nc1ccc(OS(=O)(=O)c2ccc(Cl)cc2)c2ncccc12,0.0016,0.0013,0.0009,0.0003,0.473,0.1825,0.077,0.0149,0.0304,0.0017,0.0014,0.0031,0.5541,0.0771,0.0327,0.0437,0.1868,0.0091,0.0076,0.0117,0.0864,0.0038,0.0037,0.0113,0.2209,0.019,0.0145,0.0209,0.0708,0.0129,0.0076,0.0072,0.0,0.0001,0.0,0.0,0.7089,0.608,0.4782,0.9778,0.9961,0.7276,0.8583,0.7728,0.5106,0.1804,0.0342,0.0161,0.0126,0.7376,0.7143,0.705882,725
COc1cc(Oc2ncnc3ccsc23)ccc1[N+](=O)[O-],0.0029,0.0024,0.0017,0.0005,0.3875,0.0665,0.0323,0.0151,0.0432,0.0028,0.0021,0.0036,0.5252,0.089,0.0374,0.0387,0.2263,0.0126,0.0098,0.013,0.0922,0.0043,0.0041,0.0116,0.231,0.021,0.0157,0.0213,0.0546,0.0095,0.0059,0.0064,0.0,0.0,0.0,0.0,0.1492,0.3572,0.0649,0.2447,0.6421,0.4907,0.8207,0.613,0.1872,0.1736,0.0231,0.0121,0.0123,0.3966,0.7223,0.776316,722
CC(OC(=O)C1CC(=O)Nc2cc(F)ccc21)C(=O)N(c1nccs1)C1CCCCC1,0.0055,0.0051,0.0036,0.0011,0.5082,0.0904,0.0376,0.0177,0.0441,0.0029,0.0021,0.0037,0.4625,0.0394,0.0191,0.0345,0.0474,0.0013,0.0015,0.0052,0.1055,0.0051,0.0047,0.0123,0.097,0.0051,0.0051,0.013,0.0363,0.0059,0.004,0.0052,0.0009,0.0982,0.0084,0.0001,0.0442,0.0877,0.0619,0.4537,0.259,0.1822,0.2497,0.1858,0.1536,0.1452,0.0281,0.0096,0.0103,0.1864,0.6288,0.827957,720
CS(=O)(=O)NC1CCCCC1CNc1nc(Cl)c(C#N)s1,0.0093,0.0086,0.0062,0.002,0.4564,0.1568,0.0678,0.0152,0.0849,0.0076,0.0047,0.0053,0.536,0.2108,0.0824,0.0386,0.2567,0.0158,0.0118,0.0142,0.2512,0.0259,0.0194,0.0214,0.283,0.0319,0.0217,0.0243,0.0647,0.0116,0.007,0.0069,0.0,0.0,0.0,0.0,0.0244,0.1143,0.042,0.0001,0.0007,0.2629,0.0993,0.3551,0.154,0.2158,0.0521,0.0246,0.0142,0.117,0.691,0.818182,716
Cc1cc(NC(C)c2c(F)cncc2F)c2cccc([N+](=O)[O-])c2n1,0.0037,0.0032,0.0023,0.0007,0.4905,0.1688,0.0694,0.0151,0.0606,0.0045,0.0031,0.0044,0.5725,0.1181,0.047,0.0441,0.1804,0.0085,0.0072,0.0113,0.0854,0.0037,0.0036,0.0112,0.0901,0.0047,0.0048,0.0128,0.0739,0.0136,0.0079,0.0073,0.0,0.0,0.0,0.0,0.1756,0.3648,0.6094,0.9682,0.9796,0.5249,0.7979,0.549,0.3533,0.173,0.0361,0.0162,0.0119,0.5914,0.6063,0.784615,714
N#Cc1nc(N)n(CCOc2ccc(F)cc2Cl)c1C#N,0.0026,0.0021,0.0016,0.0005,0.4176,0.2357,0.1046,0.0123,0.0496,0.0035,0.0024,0.004,0.5252,0.1197,0.0484,0.0371,0.1653,0.0077,0.0067,0.0113,0.1294,0.0075,0.0066,0.0142,0.0988,0.0056,0.0055,0.0135,0.0461,0.0078,0.0051,0.0059,0.0,0.0,0.0001,0.0,0.025,0.2237,0.1696,0.013,0.074,0.3588,0.1606,0.2669,0.2347,0.1594,0.0433,0.0201,0.011,0.1696,0.6643,0.810127,710
O=C(CSCC(=O)N1CCCCC1)Nc1cc(Cl)c(O)cc1F,0.0046,0.004,0.0029,0.0009,0.4475,0.2066,0.0911,0.0151,0.0568,0.0042,0.0029,0.0043,0.5378,0.1212,0.0493,0.0405,0.1009,0.0037,0.0037,0.0086,0.1204,0.0066,0.0059,0.0136,0.202,0.0173,0.0136,0.0205,0.0637,0.0114,0.0069,0.0069,0.0,0.0041,0.0003,0.0,0.1707,0.4174,0.452,0.1326,0.5243,0.5188,0.1786,0.4672,0.2499,0.1704,0.0421,0.0196,0.0123,0.3457,0.6276,0.768421,708
COc1cc2nc(NCC(c3cccc(F)c3)N(C)C)nc(N)c2cc1OC,0.0027,0.0023,0.0016,0.0005,0.5182,0.0461,0.0209,0.0245,0.053,0.0036,0.0025,0.004,0.6215,0.0807,0.0341,0.0609,0.1717,0.0076,0.0065,0.0108,0.2864,0.029,0.0213,0.0232,0.2888,0.0284,0.02,0.0251,0.0783,0.0143,0.0083,0.0075,0.3421,0.004,0.0017,0.0182,0.0593,0.1633,0.1709,0.3692,0.3465,0.2072,0.065,0.3915,0.2871,0.2625,0.024,0.013,0.0194,0.2289,0.6956,0.775281,704
OC(COc1ccc(Cl)cc1)Cn1cc[n+](Cc2ccccc2Cl)c1,0.003,0.0025,0.0018,0.0006,0.4626,0.0632,0.0284,0.0178,0.0298,0.0017,0.0013,0.003,0.5747,0.1154,0.0454,0.0428,0.1468,0.006,0.0053,0.0096,0.0958,0.0043,0.0041,0.0116,0.1394,0.0086,0.0078,0.016,0.0582,0.0101,0.0062,0.0065,0.0001,0.0013,0.0008,0.0002,0.4631,0.6986,0.9594,0.9977,0.9774,0.8012,0.7489,0.7447,0.5399,0.1678,0.0237,0.0112,0.012,0.7701,0.6591,0.78125,702
CC(C)(C)C(=O)NC(n1cnc2c(Cl)ncnc21)C(Cl)(Cl)Cl,0.0094,0.0086,0.0063,0.002,0.4993,0.1604,0.0662,0.0164,0.1318,0.0149,0.0084,0.0067,0.6021,0.1602,0.063,0.0521,0.5313,0.0963,0.0519,0.0253,0.2824,0.0325,0.0237,0.0234,0.3171,0.0402,0.0262,0.0265,0.1401,0.0307,0.0154,0.0105,0.0,0.0,0.0001,0.0,0.0174,0.0794,0.0077,0.0003,0.0036,0.093,0.0594,0.3212,0.1015,0.2793,0.0604,0.029,0.0181,0.0759,0.6428,0.789474,700
O=C(OCc1ccccc1)c1cc2cc(Cl)cc(Cl)c2oc1=O,0.0066,0.0059,0.0043,0.0014,0.4658,0.1114,0.0502,0.0192,0.0899,0.0082,0.0051,0.0055,0.577,0.1187,0.0483,0.0485,0.3634,0.0328,0.0215,0.0184,0.2032,0.0169,0.0135,0.0191,0.3114,0.0391,0.0259,0.0269,0.0837,0.0159,0.009,0.0079,0.0,0.0042,0.0009,0.0,0.0805,0.252,0.1933,0.2117,0.0194,0.3133,0.4256,0.4586,0.1956,0.2335,0.0392,0.0198,0.0163,0.2389,0.8011,0.798319,699
O=C(c1cc([N+](=O)[O-])ccc1Sc1ccccc1F)N1CCN(c2nccs2)CC1,0.0018,0.0015,0.0011,0.0003,0.0495,0.0016,0.002,0.0076,0.0264,0.0015,0.0012,0.0028,0.2249,0.0064,0.0049,0.0208,0.0082,0.0002,0.0003,0.0021,0.0287,0.0008,0.0009,0.0061,0.0313,0.0012,0.0017,0.0075,0.0431,0.0072,0.0048,0.0057,0.0027,0.1707,0.099,0.0081,0.0374,0.1392,0.3792,0.8735,0.1222,0.4531,0.5127,0.2541,0.153,0.0463,0.0212,0.0129,0.0068,0.3249,0.6109,0.769231,696
CCOC(=O)c1nc(NC(=O)c2c(F)ccc(F)c2F)oc1C,0.003,0.0024,0.0018,0.0005,0.373,0.0423,0.0219,0.0167,0.0355,0.0022,0.0016,0.0033,0.4426,0.0314,0.0161,0.0347,0.034,0.0009,0.0011,0.0045,0.0568,0.002,0.0021,0.0089,0.0451,0.0019,0.0023,0.0089,0.068,0.0124,0.0074,0.0071,0.0002,0.32,0.0754,0.0003,0.1207,0.2567,0.0947,0.2131,0.3577,0.1183,0.2456,0.3121,0.1515,0.1176,0.0461,0.0144,0.0094,0.2078,0.6053,0.790123,693
CC(C)(C)C1=NC(=Cc2ccc([N+](=O)[O-])c(O)c2)C(=O)O1,0.0032,0.0026,0.0019,0.0006,0.4331,0.2135,0.0929,0.0128,0.082,0.0071,0.0045,0.0052,0.5395,0.1939,0.0756,0.0386,0.1977,0.01,0.0082,0.012,0.0824,0.0036,0.0035,0.011,0.3458,0.049,0.0309,0.0284,0.0882,0.017,0.0096,0.0082,0.0,0.0002,0.0001,0.0,0.4913,0.4824,0.6363,0.9947,0.8919,0.5957,0.8251,0.7899,0.4264,0.1969,0.0552,0.0252,0.013,0.6815,0.7503,0.705882,685
N#Cc1ccc(N[C@H](CO)Cc2ccc(O)cc2)c([N+](=O)[O-])c1,0.0017,0.0014,0.001,0.0003,0.3725,0.0565,0.0281,0.0146,0.0491,0.0034,0.0024,0.0039,0.534,0.1097,0.0448,0.0392,0.0763,0.0024,0.0026,0.0069,0.104,0.0051,0.0048,0.0124,0.3405,0.0466,0.0296,0.0279,0.0663,0.0119,0.0072,0.007,0.0005,0.0002,0.0,0.0,0.1324,0.3192,0.0621,0.0213,0.2594,0.3268,0.3133,0.5209,0.391,0.1716,0.0264,0.0134,0.0125,0.2607,0.781,0.740741,684
N#Cc1ncn(Cc2cn3cc(Cl)cc(Cl)c3n2)c1C#N,0.0056,0.005,0.0036,0.0011,0.4392,0.1908,0.0833,0.0139,0.0622,0.0048,0.0032,0.0045,0.5034,0.0656,0.0291,0.0377,0.1759,0.0084,0.0071,0.0114,0.0932,0.0044,0.0042,0.0117,0.1394,0.0092,0.0082,0.0161,0.054,0.0094,0.0059,0.0063,0.0,0.0,0.0,0.0,0.0223,0.1551,0.0375,0.0001,0.0002,0.0958,0.1197,0.1471,0.1349,0.1637,0.0331,0.0161,0.0114,0.0792,0.7112,0.855072,681
COc1ccccc1Nc1nc(N)nc(CN2CCC(c3c[nH]c4ccccc34)CC2)n1,0.0049,0.0044,0.0031,0.0009,0.5275,0.0487,0.0222,0.0273,0.0746,0.006,0.0039,0.005,0.5476,0.0512,0.024,0.0516,0.1512,0.0064,0.0057,0.0106,0.177,0.0116,0.0097,0.017,0.4166,0.0669,0.0412,0.0362,0.0831,0.0154,0.0088,0.0078,0.9832,0.1221,0.1732,0.0869,0.0331,0.175,0.0557,0.2035,0.0222,0.2735,0.119,0.3446,0.1096,0.3295,0.037,0.0324,0.027,0.1485,0.7889,0.807692,675
O=[N+]([O-])c1ccc(N2CCOC(c3nccs3)C2)c2ccncc12,0.0057,0.0052,0.0037,0.0011,0.4421,0.1367,0.0597,0.0146,0.0308,0.0018,0.0014,0.0031,0.5308,0.0955,0.0398,0.0397,0.1229,0.0048,0.0045,0.0091,0.0725,0.0029,0.003,0.0102,0.098,0.0054,0.0054,0.0134,0.0571,0.01,0.0062,0.0065,0.0,0.0,0.0,0.0,0.0556,0.1919,0.0243,0.0072,0.3234,0.297,0.2372,0.1462,0.0882,0.1511,0.0291,0.0138,0.0109,0.1523,0.7103,0.774648,674
